都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
222038,,静岡県,沼津市,医療法人社団福育会　福士内科クリニック,イリョウホウジンシャダンフクイクカイ　フクシナイカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下香貫藤井原１６１９－８,,,,0559-32-3553,,,,医療法人社団福育会,2211110248,-,,,,
222038,,静岡県,沼津市,瀬尾眼科医院,セオガンカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市市場町２１－１０,,,,0559-33-9900,,0559-63-7113,,医療法人　社団孝英会,2211110263,-,,,,
222038,,静岡県,沼津市,メディトピア沼津・内科クリニック,メディトピアヌマヅ・ナイカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市岡一色５７５－１,,,,0559-23-6600,,0559-23-6606,,医療法人　社団華翠会,2211110271,-,,,,
222038,,静岡県,沼津市,医療法人社団弘仁勝和会　沼津勝和クリニック,イリョウホウジンシャダンコウジンショウワカイ　ヌマヅショウワクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市米山町２－６２,,,,055-924-2311,,,,医療法人社団弘仁勝和会,2211110289,-,,,,
222038,,静岡県,沼津市,医療法人社団愛康会　あしたかケアセンター　通所リハビリテーション,イリョウホウジンシャダンアイコウカイ　アシタカケアセンター　ツウショリハビリテーション,通所リハビリテーション,沼津市今沢３７２－５,,,,055-967-3711,,055-967-3714,,医療法人社団愛康会,2211110297,月～金,祝祭日及び12/30～1/3までを除く,40,,
222038,,静岡県,沼津市,東医院,アズマイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高沢町６－８,,,,0559-21-5520,,0559-21-5519,,医療法人　社団健仁会,2211110305,-,,,,
222038,,静岡県,沼津市,千葉耳鼻咽喉科医院,チバジビインコウカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町２－９－１,,,,0559-62-3315,,0559-52-0910,,医療法人　社団英仁会,2211110313,-,,,,
222038,,静岡県,沼津市,はら仙石医院,ハラセンゴクイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原町中２－１４－２８,,,,0559-67-2012,,0559-67-2012,,医療法人　社団よつば会,2211110339,-,,,,
222038,,静岡県,沼津市,望星第一クリニック,ボウセイダイイチ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市柳町３－１８,,,,0559-22-0222,,0559-22-3192,,医療法人　駿東育愛会,2211110347,-,,,,
222038,,静岡県,沼津市,駿東整形外科医院,スントウセイケイゲカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高沢町６－１,,,,0559-22-8855,,0559-22-8857,,医療法人　社団すんとおる,2211110362,-,,,,
222038,,静岡県,沼津市,小林医院,コバヤシイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市今沢６８０－３,,,,0559-66-7700,,0559-66-7701,,医療法人　社団信愛会,2211110370,-,,,,
222038,,静岡県,沼津市,青木整形外科医院,アオキセイケイゲカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市杉崎町４－２３,,,,0559-22-0521,,0559-22-0350,,医療法人　社団青幸会,2211110388,-,,,,
222038,,静岡県,沼津市,医療法人社団慈整会　沼津整形外科医院,イリョウホウジンシャダンジセイカイ　ヌマヅセイケイゲカイイン,通所リハビリテーション,沼津市共栄町１１－３,,,,0559-21-3791,,0559-22-5515,,医療法人社団慈整会,2211110396,月～土,祝日、年末年始（12/30～1/3）は除く,20,,
222038,,静岡県,沼津市,医療法人社団慈整会　沼津整形外科医院,イリョウホウジンシャダンジセイカイ　ヌマヅセイケイゲカイイン,居宅療養管理指導、訪問リハビリテーション、訪問看護,沼津市共栄町１１－３,,,,0559-21-3791,,0559-22-5515,,医療法人社団慈整会,2211110396,-,,,,
222038,,静岡県,沼津市,杉谷小児科医院,スギタニショウニカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市筒井町８－１６,,,,0559-23-6543,,,,医療法人　社団慈浩会,2211110404,-,,,,
222038,,静岡県,沼津市,医療法人社団親和会西島病院,イリョウホウジンシャダンシンワカイニシジマビョウイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡２８３５－７,,,,0559-22-8235,,0559-22-5114,,医療法人　社団親和会,2211110412,-,,,,
222038,,静岡県,沼津市,一般財団法人芙蓉協会聖隷沼津第一クリニック,イッパンザイダンホウジンフヨウキョウカイセイレイヌマヅダイイチクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市本字下一丁田８９５－１,,,,0559-62-9882,,,,一般財団法人　芙蓉協会,2211110438,-,,,,
222038,,静岡県,沼津市,勝呂医院,スグロイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市千本中町１９,,,,0559-62-3083,,0559-62-3084,,医療法人社団勝友会,2211110446,-,,,,
222038,,静岡県,沼津市,沼津西病院,ヌマヅニシビョウイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原２５０－８,,,,0559-66-1181,,0559-67-4423,,医療法人　社団フリージア会,2211110461,-,,,,
222038,,静岡県,沼津市,なつニューロクリニック,ナツニューロクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下香貫石原１２８２－２,,,,0559-33-5585,,0559-33-5586,,医療法人　社団明生会,2211110487,-,,,,
222038,,静岡県,沼津市,萩野クリニック,ハギノクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市根古屋３０７－１,,,,0559-66-7111,,,,医療法人　社団鳳達会,2211110495,-,,,,
222038,,静岡県,沼津市,萩野クリニック居宅介護支援事業所,ハギノクリニックキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市根古屋307-1,,,,055-966-7111,,055-966-7112,,医療法人　社団鳳達会,2211110495,月～土,祝日、12/29～1/3を除く,,,
222038,,静岡県,沼津市,関谷レディースクリニック,セキヤレディースクリニツク,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市西椎路１４９－１,,,,0559-68-6611,,,,医療法人　社団けやき会,2211110537,-,,,,
222038,,静岡県,沼津市,岩渕内科医院,イワブチナイカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市添地町１７７,,,,055-951-4579,,,,医療法人　社団耕仁会,2211110586,-,,,,
222038,,静岡県,沼津市,遠藤内科医院,エンドウナイカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市三園町１－１１,,,,055-931-0171,,055-931-0176,,医療法人社団遠藤内科医院,2211110594,-,,,,
222038,,静岡県,沼津市,金元整形外科医院,カナモトセイケイゲカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市松長７４０番地の７,,,,055-924-0112,,,,医療法人社団良敬会,2211110602,-,,,,
222038,,静岡県,沼津市,ふれあい沼津クリニック,フレアイヌマヅクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市本字下一丁田８７８番２,,,,,,,,医療法人社団静岡康心会,2211110610,-,,,,
222038,,静岡県,沼津市,中山皮膚科・形成外科,ナカヤマヒフカ・ケイセイゲカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市筒井町8-6,,,,055-923-1020,,,,医療法人社団喜望峰,2211110636,-,,,,
222038,,静岡県,沼津市,春の木第一クリニック,ハルノキダイイチクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路５２０－２,,,,,,,,医療法人　社団道仁会,2211110669,-,,,,
222038,,静岡県,沼津市,矢田眼科クリニック,ヤタガンカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市三枚橋町5-20,,,,055-962-2006,,,,医療法人社団　明照会,2211110685,-,,,,
222038,,静岡県,沼津市,なおきクリニック,ナオキクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路７０８－１,,,,055-929-8555,,,,医療法人社団　松樹会　,2211110693,-,,,,
222038,,静岡県,沼津市,医療法人社団真養会田沢医院,イリョウホウジンシャダンシンヨウカイタザワイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町３丁目７番１号,,,,055-962-1205,,055-951-1103,,医療法人社団　真養会,2211110701,-,,,,
222038,,静岡県,沼津市,五十嵐クリニック,イガラシクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市志下161-1,,,,055-934-6700,,,,医療法人　社団　公章会」,2211110727,-,,,,
222038,,静岡県,沼津市,内藤泌尿器科医院,ナイトウヒニョウキカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡字中石田2442-4,,,,055-925-7110,,,,医療法人社団　自然堂,2211110735,-,,,,
222038,,静岡県,沼津市,医療法人社団志仁会耳鼻科サイラクリニック,イリョウホウジンシャダンシジンカイジビカサイラクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市市場町１２－２９,,,,055-935-1133,,,,医療法人社団　志仁会,2211110750,-,,,,
222038,,静岡県,沼津市,医療法人社団静岡健生会　米山町クリニック,イリョウホウジンシャダンシズオカケンセイカイ　ヨネヤマチョウクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市米山町１２-３０,,,,055-943-6600,,,,医療法人社団静岡健生会,2211110768,-,,,,
222038,,静岡県,沼津市,フジ高砂クリニック,フジタカサゴクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高砂町２－５,,,,055-941-5684,,,,社会福祉法人博友会,2211110776,-,,,,
